dia,numero
08/03/2024,59
08/03/2024,59
07/03/2024,35
07/03/2024,98
07/03/2024,98
06/03/2024,14
06/03/2024,89
06/03/2024,52
05/03/2024,10
05/03/2024,45
05/03/2024,50
04/03/2024,34
04/03/2024,99
04/03/2024,50
03/03/2024,96
03/03/2024,11
03/03/2024,41
02/03/2024,95
02/03/2024,25
02/03/2024,17
01/03/2024,86
01/03/2024,58
01/03/2024,34
29/02/2024,31
29/02/2024,98
29/02/2024,72
28/02/2024,29
28/02/2024,23
28/02/2024,97
27/02/2024,89
27/02/2024,43
27/02/2024,84
26/02/2024,12
26/02/2024,49
26/02/2024,53
25/02/2024,50
25/02/2024,0
25/02/2024,80
24/02/2024,58
24/02/2024,46
24/02/2024,84
23/02/2024,91
23/02/2024,35
23/02/2024,6
22/02/2024,43
22/02/2024,48
22/02/2024,0
21/02/2024,72
21/02/2024,20
21/02/2024,23
20/02/2024,42
20/02/2024,97
20/02/2024,30
19/02/2024,66
19/02/2024,45
19/02/2024,99
18/02/2024,51
18/02/2024,2
18/02/2024,66
17/02/2024,71
17/02/2024,16
17/02/2024,28
16/02/2024,21
16/02/2024,40
16/02/2024,44
15/02/2024,40
15/02/2024,77
15/02/2024,1
14/02/2024,67
14/02/2024,80
14/02/2024,89
13/02/2024,62
13/02/2024,67
13/02/2024,6
12/02/2024,74
12/02/2024,51
12/02/2024,24
11/02/2024,55
11/02/2024,60
11/02/2024,94
10/02/2024,30
10/02/2024,13
10/02/2024,11
09/02/2024,26
09/02/2024,92
09/02/2024,74
08/02/2024,90
08/02/2024,28
08/02/2024,73
07/02/2024,53
07/02/2024,98
07/02/2024,0
06/02/2024,13
06/02/2024,93
06/02/2024,80
05/02/2024,21
05/02/2024,36
05/02/2024,19
04/02/2024,44
04/02/2024,81
04/02/2024,89
03/02/2024,64
03/02/2024,14
03/02/2024,1
02/02/2024,58
02/02/2024,69
02/02/2024,39
01/02/2024,13
01/02/2024,85
01/02/2024,6
31/01/2024,1
31/01/2024,19
31/01/2024,17
30/01/2024,14
30/01/2024,38
30/01/2024,27
29/01/2024,51
29/01/2024,1
29/01/2024,33
28/01/2024,33
28/01/2024,49
28/01/2024,7
27/01/2024,69
27/01/2024,44
27/01/2024,1
26/01/2024,87
26/01/2024,89
26/01/2024,10
25/01/2024,64
25/01/2024,20
25/01/2024,64
24/01/2024,33
24/01/2024,19
24/01/2024,76
23/01/2024,28
23/01/2024,47
23/01/2024,51
22/01/2024,45
22/01/2024,63
22/01/2024,95
21/01/2024,95
21/01/2024,60
21/01/2024,44
20/01/2024,48
20/01/2024,62
20/01/2024,67
19/01/2024,19
19/01/2024,62
19/01/2024,98
18/01/2024,29
18/01/2024,40
18/01/2024,20
17/01/2024,55
17/01/2024,10
17/01/2024,62
16/01/2024,66
16/01/2024,79
16/01/2024,49
15/01/2024,75
15/01/2024,59
15/01/2024,92
14/01/2024,76
14/01/2024,36
14/01/2024,41
13/01/2024,73
13/01/2024,11
13/01/2024,40
12/01/2024,76
12/01/2024,42
12/01/2024,3
11/01/2024,1
11/01/2024,24
11/01/2024,8
10/01/2024,70
10/01/2024,77
10/01/2024,24
09/01/2024,58
09/01/2024,33
09/01/2024,66
08/01/2024,27
08/01/2024,69
08/01/2024,89
07/01/2024,98
07/01/2024,57
07/01/2024,60
06/01/2024,77
06/01/2024,92
06/01/2024,68
05/01/2024,64
05/01/2024,74
05/01/2024,73
04/01/2024,88
04/01/2024,42
04/01/2024,51
03/01/2024,97
03/01/2024,94
03/01/2024,30
02/01/2024,34
02/01/2024,14
02/01/2024,37
