dia,numero
31/12/2021,73
31/12/2021,98
30/12/2021,56
30/12/2021,96
29/12/2021,88
29/12/2021,77
28/12/2021,31
28/12/2021,75
27/12/2021,73
27/12/2021,85
26/12/2021,55
26/12/2021,55
24/12/2021,72
24/12/2021,39
23/12/2021,38
23/12/2021,9
22/12/2021,34
22/12/2021,80
21/12/2021,27
21/12/2021,43
20/12/2021,87
20/12/2021,63
19/12/2021,44
19/12/2021,19
18/12/2021,21
18/12/2021,24
17/12/2021,21
17/12/2021,24
16/12/2021,88
16/12/2021,36
15/12/2021,35
15/12/2021,13
14/12/2021,90
14/12/2021,74
13/12/2021,75
13/12/2021,69
12/12/2021,32
12/12/2021,49
11/12/2021,5
11/12/2021,75
10/12/2021,92
10/12/2021,59
09/12/2021,61
09/12/2021,98
08/12/2021,75
08/12/2021,35
07/12/2021,77
07/12/2021,17
06/12/2021,74
06/12/2021,29
05/12/2021,5
05/12/2021,29
04/12/2021,60
04/12/2021,81
03/12/2021,92
03/12/2021,63
02/12/2021,36
02/12/2021,34
01/12/2021,79
01/12/2021,19
30/11/2021,93
30/11/2021,44
29/11/2021,51
29/11/2021,11
28/11/2021,15
28/11/2021,25
27/11/2021,39
27/11/2021,12
26/11/2021,55
26/11/2021,35
25/11/2021,46
25/11/2021,70
24/11/2021,77
24/11/2021,39
23/11/2021,58
23/11/2021,9
22/11/2021,99
22/11/2021,32
21/11/2021,80
21/11/2021,52
20/11/2021,53
20/11/2021,13
19/11/2021,46
19/11/2021,14
18/11/2021,51
18/11/2021,36
17/11/2021,91
17/11/2021,14
16/11/2021,87
16/11/2021,74
15/11/2021,95
15/11/2021,0
14/11/2021,60
14/11/2021,39
13/11/2021,51
13/11/2021,31
12/11/2021,98
12/11/2021,92
11/11/2021,76
11/11/2021,92
10/11/2021,69
10/11/2021,29
09/11/2021,0
09/11/2021,74
08/11/2021,60
08/11/2021,47
07/11/2021,35
07/11/2021,46
06/11/2021,7
06/11/2021,15
05/11/2021,91
05/11/2021,77
04/11/2021,82
04/11/2021,75
03/11/2021,22
03/11/2021,41
02/11/2021,60
02/11/2021,36
01/11/2021,6
01/11/2021,42
31/10/2021,46
31/10/2021,26
30/10/2021,26
30/10/2021,49
29/10/2021,53
29/10/2021,44
28/10/2021,88
28/10/2021,34
27/10/2021,37
27/10/2021,47
26/10/2021,39
26/10/2021,40
25/10/2021,78
25/10/2021,22
24/10/2021,80
24/10/2021,44
23/10/2021,9
23/10/2021,31
22/10/2021,99
22/10/2021,83
21/10/2021,14
21/10/2021,84
20/10/2021,99
20/10/2021,97
19/10/2021,49
19/10/2021,70
18/10/2021,63
18/10/2021,12
17/10/2021,5
17/10/2021,81
16/10/2021,95
16/10/2021,3
15/10/2021,27
15/10/2021,35
14/10/2021,11
14/10/2021,49
13/10/2021,40
13/10/2021,48
12/10/2021,51
12/10/2021,58
11/10/2021,54
11/10/2021,62
10/10/2021,62
10/10/2021,68
09/10/2021,99
09/10/2021,97
08/10/2021,44
08/10/2021,90
07/10/2021,16
07/10/2021,14
06/10/2021,47
06/10/2021,96
05/10/2021,91
05/10/2021,9
04/10/2021,48
04/10/2021,26
03/10/2021,37
03/10/2021,12
02/10/2021,84
02/10/2021,32
01/10/2021,92
01/10/2021,72
30/09/2021,48
30/09/2021,18
29/09/2021,52
29/09/2021,69
28/09/2021,23
28/09/2021,31
27/09/2021,31
27/09/2021,52
26/09/2021,31
26/09/2021,65
25/09/2021,62
25/09/2021,81
24/09/2021,30
24/09/2021,97
23/09/2021,25
23/09/2021,36
22/09/2021,70
22/09/2021,2
21/09/2021,80
21/09/2021,24
20/09/2021,48
20/09/2021,86
19/09/2021,15
19/09/2021,61
18/09/2021,87
18/09/2021,53
17/09/2021,80
17/09/2021,77
16/09/2021,42
16/09/2021,38
15/09/2021,99
15/09/2021,2
14/09/2021,37
14/09/2021,19
13/09/2021,16
13/09/2021,96
12/09/2021,24
12/09/2021,82
11/09/2021,19
11/09/2021,88
10/09/2021,91
10/09/2021,39
09/09/2021,66
09/09/2021,64
08/09/2021,43
08/09/2021,72
07/09/2021,8
07/09/2021,70
06/09/2021,60
06/09/2021,60
05/09/2021,83
05/09/2021,7
04/09/2021,14
04/09/2021,12
03/09/2021,42
03/09/2021,1
02/09/2021,76
02/09/2021,23
01/09/2021,5
01/09/2021,30
